"","row","column","cor","p","sps"
"1","Genes","Genes",1,NA,"Slycopersicum"
"2","TEs","Genes",-0.439352009472221,0,"Slycopersicum"
"3","TE.nucleotidess","Genes",-0.640917668869749,0,"Slycopersicum"
"4","gbM","Genes",0.837976927075925,0,"Slycopersicum"
"5","TE.like","Genes",0.369604920687815,0,"Slycopersicum"
"6","Unmethylated","Genes",0.689822636488896,0,"Slycopersicum"
"7","Unclassified","Genes",0.83359171925033,0,"Slycopersicum"
"8","Genes","TEs",-0.439352009472221,0,"Slycopersicum"
"9","TEs","TEs",1,NA,"Slycopersicum"
"10","TE.nucleotidess","TEs",0.868857581752622,0,"Slycopersicum"
"11","gbM","TEs",-0.413043767457128,0,"Slycopersicum"
"12","TE.like","TEs",-0.0745791293947947,0,"Slycopersicum"
"13","Unmethylated","TEs",-0.299234048392012,0,"Slycopersicum"
"14","Unclassified","TEs",-0.362032395688432,0,"Slycopersicum"
"15","Genes","TE.nucleotidess",-0.640917668869749,0,"Slycopersicum"
"16","TEs","TE.nucleotidess",0.868857581752622,0,"Slycopersicum"
"17","TE.nucleotidess","TE.nucleotidess",1,NA,"Slycopersicum"
"18","gbM","TE.nucleotidess",-0.603006639123919,0,"Slycopersicum"
"19","TE.like","TE.nucleotidess",-0.146012672152506,0,"Slycopersicum"
"20","Unmethylated","TE.nucleotidess",-0.446499848339463,0,"Slycopersicum"
"21","Unclassified","TE.nucleotidess",-0.537630733391889,0,"Slycopersicum"
"22","Genes","gbM",0.837976927075925,0,"Slycopersicum"
"23","TEs","gbM",-0.413043767457128,0,"Slycopersicum"
"24","TE.nucleotidess","gbM",-0.603006639123919,0,"Slycopersicum"
"25","gbM","gbM",1,NA,"Slycopersicum"
"26","TE.like","gbM",0.105172730708313,0,"Slycopersicum"
"27","Unmethylated","gbM",0.450174883660192,0,"Slycopersicum"
"28","Unclassified","gbM",0.630635664430115,0,"Slycopersicum"
"29","Genes","TE.like",0.369604920687815,0,"Slycopersicum"
"30","TEs","TE.like",-0.0745791293947947,0,"Slycopersicum"
"31","TE.nucleotidess","TE.like",-0.146012672152506,0,"Slycopersicum"
"32","gbM","TE.like",0.105172730708313,0,"Slycopersicum"
"33","TE.like","TE.like",1,NA,"Slycopersicum"
"34","Unmethylated","TE.like",0.0314510260118253,5.14435878598007e-05,"Slycopersicum"
"35","Unclassified","TE.like",0.111565591043069,0,"Slycopersicum"
"36","Genes","Unmethylated",0.689822636488896,0,"Slycopersicum"
"37","TEs","Unmethylated",-0.299234048392012,0,"Slycopersicum"
"38","TE.nucleotidess","Unmethylated",-0.446499848339463,0,"Slycopersicum"
"39","gbM","Unmethylated",0.450174883660192,0,"Slycopersicum"
"40","TE.like","Unmethylated",0.0314510260118253,5.14435878598007e-05,"Slycopersicum"
"41","Unmethylated","Unmethylated",1,NA,"Slycopersicum"
"42","Unclassified","Unmethylated",0.572066457153493,0,"Slycopersicum"
"43","Genes","Unclassified",0.83359171925033,0,"Slycopersicum"
"44","TEs","Unclassified",-0.362032395688432,0,"Slycopersicum"
"45","TE.nucleotidess","Unclassified",-0.537630733391889,0,"Slycopersicum"
"46","gbM","Unclassified",0.630635664430115,0,"Slycopersicum"
"47","TE.like","Unclassified",0.111565591043069,0,"Slycopersicum"
"48","Unmethylated","Unclassified",0.572066457153493,0,"Slycopersicum"
"49","Unclassified","Unclassified",1,NA,"Slycopersicum"
