Species,Duplication,Classification,Number,PhyloOrder
Graimondii,dispersed,gbM-gbM,283,16
Graimondii,proximal,gbM-gbM,39,16
Graimondii,tandem,gbM-gbM,85,16
Graimondii,transposed,gbM-gbM,335,16
Graimondii,wgd,gbM-gbM,1609,16
Graimondii,dispersed,gbM-teM,96,16
Graimondii,proximal,gbM-teM,23,16
Graimondii,tandem,gbM-teM,27,16
Graimondii,transposed,gbM-teM,118,16
Graimondii,wgd,gbM-teM,85,16
Graimondii,dispersed,gbM-Unclassified,181,16
Graimondii,proximal,gbM-Unclassified,39,16
Graimondii,tandem,gbM-Unclassified,39,16
Graimondii,transposed,gbM-Unclassified,200,16
Graimondii,wgd,gbM-Unclassified,818,16
Graimondii,dispersed,gbM-unM,232,16
Graimondii,proximal,gbM-unM,40,16
Graimondii,tandem,gbM-unM,88,16
Graimondii,transposed,gbM-unM,301,16
Graimondii,wgd,gbM-unM,951,16
Graimondii,dispersed,teM-teM,809,16
Graimondii,proximal,teM-teM,120,16
Graimondii,tandem,teM-teM,308,16
Graimondii,transposed,teM-teM,158,16
Graimondii,wgd,teM-teM,37,16
Graimondii,dispersed,teM-Unclassified,88,16
Graimondii,proximal,teM-Unclassified,25,16
Graimondii,tandem,teM-Unclassified,33,16
Graimondii,transposed,teM-Unclassified,81,16
Graimondii,wgd,teM-Unclassified,67,16
Graimondii,dispersed,Unclassified-Unclassified,112,16
Graimondii,proximal,Unclassified-Unclassified,21,16
Graimondii,tandem,Unclassified-Unclassified,42,16
Graimondii,transposed,Unclassified-Unclassified,84,16
Graimondii,wgd,Unclassified-Unclassified,458,16
Graimondii,dispersed,unM-teM,223,16
Graimondii,proximal,unM-teM,101,16
Graimondii,tandem,unM-teM,232,16
Graimondii,transposed,unM-teM,200,16
Graimondii,wgd,unM-teM,264,16
Graimondii,dispersed,unM-Unclassified,259,16
Graimondii,proximal,unM-Unclassified,75,16
Graimondii,tandem,unM-Unclassified,174,16
Graimondii,transposed,unM-Unclassified,295,16
Graimondii,wgd,unM-Unclassified,1009,16
Graimondii,dispersed,unM-unM,726,16
Graimondii,proximal,unM-unM,371,16
Graimondii,tandem,unM-unM,1177,16
Graimondii,transposed,unM-unM,968,16
Graimondii,wgd,unM-unM,3820,16
