"","row","column","cor","p","sps"
"1","Genes","Genes",1,NA,"Athaliana"
"2","TEs","Genes",-0.818420434958232,0,"Athaliana"
"3","TE.nucleotidess","Genes",-0.842416214522184,0,"Athaliana"
"4","gbM","Genes",0.507656839299523,0,"Athaliana"
"5","teM","Genes",-0.29573113438662,0,"Athaliana"
"6","unM","Genes",0.896569983059088,0,"Athaliana"
"7","Unclassified","Genes",0.723484126889093,0,"Athaliana"
"8","Genes","TEs",-0.818420434958232,0,"Athaliana"
"9","TEs","TEs",1,NA,"Athaliana"
"10","TE.nucleotidess","TEs",0.909947343721413,0,"Athaliana"
"11","gbM","TEs",-0.469734138279218,0,"Athaliana"
"12","teM","TEs",0.469786225572964,0,"Athaliana"
"13","unM","TEs",-0.766677821139614,0,"Athaliana"
"14","Unclassified","TEs",-0.636164542577415,0,"Athaliana"
"15","Genes","TE.nucleotidess",-0.842416214522184,0,"Athaliana"
"16","TEs","TE.nucleotidess",0.909947343721413,0,"Athaliana"
"17","TE.nucleotidess","TE.nucleotidess",1,NA,"Athaliana"
"18","gbM","TE.nucleotidess",-0.498100419067798,0,"Athaliana"
"19","teM","TE.nucleotidess",0.363319959993315,0,"Athaliana"
"20","unM","TE.nucleotidess",-0.757930745704752,0,"Athaliana"
"21","Unclassified","TE.nucleotidess",-0.631368996938234,0,"Athaliana"
"22","Genes","gbM",0.507656839299523,0,"Athaliana"
"23","TEs","gbM",-0.469734138279218,0,"Athaliana"
"24","TE.nucleotidess","gbM",-0.498100419067798,0,"Athaliana"
"25","gbM","gbM",1,NA,"Athaliana"
"26","teM","gbM",-0.212653977467652,0,"Athaliana"
"27","unM","gbM",0.266566612953949,0,"Athaliana"
"28","Unclassified","gbM",0.344991639302355,0,"Athaliana"
"29","Genes","teM",-0.29573113438662,0,"Athaliana"
"30","TEs","teM",0.469786225572964,0,"Athaliana"
"31","TE.nucleotidess","teM",0.363319959993315,0,"Athaliana"
"32","gbM","teM",-0.212653977467652,0,"Athaliana"
"33","teM","teM",1,NA,"Athaliana"
"34","unM","teM",-0.432097851400077,0,"Athaliana"
"35","Unclassified","teM",-0.344396086263258,0,"Athaliana"
"36","Genes","unM",0.896569983059088,0,"Athaliana"
"37","TEs","unM",-0.766677821139614,0,"Athaliana"
"38","TE.nucleotidess","unM",-0.757930745704752,0,"Athaliana"
"39","gbM","unM",0.266566612953949,0,"Athaliana"
"40","teM","unM",-0.432097851400077,0,"Athaliana"
"41","unM","unM",1,NA,"Athaliana"
"42","Unclassified","unM",0.52200254140796,0,"Athaliana"
"43","Genes","Unclassified",0.723484126889093,0,"Athaliana"
"44","TEs","Unclassified",-0.636164542577415,0,"Athaliana"
"45","TE.nucleotidess","Unclassified",-0.631368996938234,0,"Athaliana"
"46","gbM","Unclassified",0.344991639302355,0,"Athaliana"
"47","teM","Unclassified",-0.344396086263258,0,"Athaliana"
"48","unM","Unclassified",0.52200254140796,0,"Athaliana"
"49","Unclassified","Unclassified",1,NA,"Athaliana"
